GEOID,MedianHouseholdIncome16,PerOO16,Housing Units:,Housing Units: 1 Unit,PerSingFam16,Median HomeValue16,MedianGrossRent16
6037461502,50313,38.45690175,1755,1042,59.37321937,451600,1231
6037461600,57686,40.70096099,1819,1161,63.82627817,492000,1078
6037461700,107000,84.54545455,696,533,76.58045977,643700,1636
6037461901,41484,14.47028424,1718,463,26.94994179,487100,1178
6037461902,42917,4.119850187,1284,32,2.492211838,566700,1427
6037462001,36907,26.53247941,1187,624,52.56950295,436200,1213
6037462002,32786,19.36619718,1166,375,32.16123499,500000,1071
6037462100,51940,33.40794628,1863,887,47.6113795,572100,1140
6037462201,25214,6.52866242,1957,329,16.81144609,435300,1100
6037462202,63750,14.44610778,1759,50,2.842524161,557400,1728
6037462301,49018,23.62116992,1970,771,39.13705584,449600,1301
6037462302,75742,23.65290413,1609,382,23.74145432,442700,1632
6037462400,91375,60.23284314,1647,1238,75.16697025,687500,1169
6037462500,99402,67.94278502,2492,1983,79.57463884,641200,1454
6037462600,115714,78.81355932,909,885,97.35973597,778800,1769
6037462700,66458,35.39534884,2309,1328,57.51407536,624600,1377
6037462800,62150,42.31111111,1209,710,58.72622002,648800,1317
6037462900,116250,81.94650817,1409,1383,98.15471966,651000,2263
6037463000,110809,72.90533188,978,685,70.0408998,838400,2028
6037463101,80400,58.51318945,938,767,81.76972281,641000,1395
6037463102,97375,69.78165939,1309,1286,98.24293354,712800,1696
6037463200,70972,54.94350282,1492,909,60.92493298,729500,1328
6037463300,84125,58.56662934,982,670,68.22810591,806500,1325
6037463400,76538,40.99836334,2767,1252,45.24756053,633300,1478
6037463500,76354,29.92125984,3004,286,9.520639148,497000,1535
6037463601,76137,26.32814793,3620,223,6.160220994,458300,1576
6037463602,76073,16.47782454,3324,158,4.753309266,422000,1727
6037463700,119167,37.27144866,1626,316,19.43419434,818200,2439
6037463800,165735,92.14559387,1681,1666,99.107674,922000,3152
6037463900,83563,47.42822967,1789,756,42.25824483,828900,1922
6037464000,107237,58.93987342,2767,1720,62.1611854,987000,1701
6037464100,146037,90.46856227,2787,2745,98.49300323,1637800,3501
6037464200,123681,82.39925892,2306,2297,99.60971379,1352900,3501
6037480002,96932,89.07705334,1213,1213,100,734700,2054
6037480011,60718,44.65408805,1901,1100,57.86428196,592700,1279
6037480012,67750,59.34405941,1746,1355,77.60595647,668500,1301
6037480101,64808,61.24213836,1330,1265,95.11278195,659900,1389
6037480102,70513,60.45081967,1538,1142,74.25227568,611300,1313
6037480201,97599,87.49010293,1406,1387,98.64864865,749700,1313
6037480202,98587,83.62068966,950,939,98.84210526,733100,2197
6037480302,60612,39.57345972,1797,851,47.35670562,595400,1354
6037480303,46607,23.12543798,1479,577,39.01284652,495300,1203
6037480304,31311,19.24986211,1892,308,16.27906977,413900,1183
6037480400,58520,44.14335664,2419,1404,58.04051261,633800,1269
6037480500,102791,59.7044335,2257,1671,74.03633141,1032300,1478
6037480600,68940,28.89722864,3599,1227,34.09280356,738600,1443
6037480702,103036,70.37037037,1737,1224,70.46632124,936800,1409
6037480703,98846,48.32214765,1348,934,69.28783383,784800,1633
6037480704,77068,28.80523732,1938,687,35.44891641,806100,1486
6037480802,48043,59.91820041,1068,961,89.98127341,523600,978
6037480803,67313,55.73221757,1291,1068,82.72656855,505200,1165
6037480804,58719,28.74732334,1957,920,47.01073071,462400,1315
6037480901,56893,25.5799373,1717,686,39.95340711,446200,1176
6037480902,42101,20.28127313,1448,630,43.50828729,448800,1161
6037480903,62619,43.41004184,1052,713,67.7756654,495500,1188
6037481001,45445,36.96275072,1526,708,46.39580603,486700,1316
6037481002,55714,39.56433637,2138,859,40.1777362,447400,1224
6037481101,50248,20.76923077,1538,532,34.59037711,521700,1228
6037481102,48261,9.185185185,1539,356,23.13190383,551300,1397
6037481103,56149,50.48951049,1640,1329,81.03658537,503000,1291
6037481201,49554,41.28819158,1283,987,76.92907249,618000,1268
6037481202,61419,50.75545607,2108,1605,76.13851992,540500,1189
6037481300,51950,65.13545347,891,882,98.98989899,483300,1411
6037481401,46950,42.40641711,1936,1201,62.03512397,565000,1339
6037481402,48798,56.33316905,2240,1665,74.33035714,570800,1290
6037481500,51458,67.6761027,1572,1216,77.35368957,552800,1140
6037481603,46935,39.98357964,1349,632,46.84951816,550400,1334
6037481604,49928,31.14514953,1401,705,50.32119914,535600,1192
6037481605,53661,27.98434442,1114,889,79.80251346,510100,1330
6037481606,45307,31.31763208,1649,889,53.91146149,545500,1277
6037481711,40060,28.46715328,1448,377,26.0359116,445400,1259
6037481712,46719,33.67907261,1689,933,55.23978686,502500,1218
6037481713,51250,29.07103825,1043,520,49.85618408,591100,1185
6037481714,34205,21.95985832,941,352,37.40701382,394400,1097
6037481800,83333,80.10989011,910,882,96.92307692,583600,1525
6037481901,76183,64.49921342,1964,1770,90.12219959,574500,1419
6037481902,59853,50.64220183,1250,668,53.44,503100,1166
6037482001,105500,83.65200765,1065,898,84.31924883,622700,1000
6037482002,59474,53.75874126,2617,1529,58.42567826,652000,1178
6037482101,56586,56.94915254,1553,1198,77.14101739,445500,1130
6037482102,67750,70.32608696,992,950,95.76612903,567500,1617
6037482201,41585,42.10526316,1327,742,55.9155991,554800,1150
6037482202,44143,42.78481013,1646,932,56.62211422,440900,1308
6037482301,37065,36.8115942,1418,1291,91.04372355,543900,1232
6037482303,36047,29.80263158,1631,1343,82.3421214,512800,1136
6037482304,29707,24.36804853,989,687,69.46410516,333900,1181
6037482401,49266,38.5492228,991,911,91.92734612,398100,1163
6037482402,52356,61.98675497,2265,2008,88.65342163,400000,1360
6037482502,41250,42.37288136,954,897,94.02515723,463000,1143
6037482503,43393,34.0167754,1139,1092,95.87357331,401100,1213
6037482521,51792,63.54775828,1613,1447,89.70861748,426900,1297
6037482522,61157,64.15343915,1673,1000,59.77286312,345200,1406
6037482600,60903,63.51819757,2474,2111,85.32740501,566900,1352
6037482701,67730,55.46088304,1418,1147,80.88857546,459100,1307
6037482702,57344,79.64824121,841,800,95.12485137,539400,1174
6037482800,64342,65.76576577,1370,1182,86.27737226,514800,1448
6037500100,115455,94.47322971,1281,1268,98.98516784,861000,1667
6037500201,115051,90.6421105,2089,2063,98.75538535,659800,2601
6037500202,132409,87.21704394,1619,1443,89.12909203,855400,1024
6037500300,124500,83.5443038,1120,955,85.26785714,563800,2004
6037500402,42270,44.54621149,1236,873,70.63106796,344700,1179
6037500403,60521,94.82439926,1082,1049,96.95009242,359600,1682
6037500404,70513,73.05970149,1367,1214,88.8076079,369100,1233
6037500500,43929,67.79279279,932,521,55.90128755,192900,1242
6037500600,49259,71.61961367,1429,1335,93.42197341,338200,973
6037500700,66151,73.70222476,1799,1582,87.93774319,370900,1510
6037500800,63155,74.13427562,1471,1216,82.66485384,353900,1305
6037500900,52816,54.80295567,1714,1043,60.85180863,344000,1166
6037501001,53047,68.58710562,783,711,90.8045977,343100,1498
6037501002,81979,71.36812412,1453,1410,97.04060564,367600,1899
6037501200,88750,71.50501672,1514,1176,77.67503303,425000,1476
6037501300,72313,59.34199838,2503,1867,74.59049141,421100,1328
6037501400,46859,36.58333333,1306,753,57.65696784,364300,1229
6037501501,94583,88.35063437,876,826,94.29223744,500000,1740
6037501503,56757,22.3880597,2013,786,39.0461997,527400,1174
6037501504,35736,14.39842209,1617,475,29.37538652,416700,994
6037501600,88077,65.17150396,2345,1629,69.46695096,623800,1138
6037501700,77237,67.5170068,1288,974,75.62111801,516400,1371
6037501802,71821,48.67330017,1268,761,60.01577287,430400,1477
6037501803,35839,9.786354238,1540,398,25.84415584,458300,975
6037501804,41458,22.57142857,801,360,44.94382022,360500,1129
6037501900,71922,79.95444191,1352,1293,95.63609467,382200,1341
6037502003,63750,58.1956798,826,611,73.97094431,365100,1125
6037502004,59559,58.15899582,996,912,91.56626506,356200,1454
6037502005,61309,61.69193935,1317,966,73.34851936,365800,1339
6037502100,50781,57.12507778,1607,982,61.10765401,355000,1055
6037502200,58583,69.20547945,1913,1392,72.76529012,362100,1283
6037502301,59712,75.14367816,1418,1293,91.18476728,357100,1789
6037502302,42944,34.67202142,789,343,43.47275032,353100,1109
6037502401,57663,64.47473937,1289,1048,81.30333592,352800,1323
6037502402,72000,85.24416136,982,967,98.47250509,344400,1711
6037502500,39960,45.22747547,1141,676,59.2462752,336400,1160
6037502601,70000,82.01117318,1855,1818,98.00539084,355900,1565
6037502602,49514,47.87310743,1387,759,54.72242249,376900,1131
6037502700,61949,71.30757014,2007,1685,83.95615346,362900,1313
6037502801,81385,79.84278495,1837,1683,91.61676647,372100,1843
6037502802,33454,25.69134701,1166,246,21.09777015,425800,1098
6037502901,81852,85.99167822,1465,1457,99.45392491,380700,1484
6037502902,48281,43.69747899,964,819,84.95850622,412700,1285
6037503000,48221,55.60064935,1321,1229,93.03557911,362900,1324
6037503103,73322,73.96657872,1184,1057,89.27364865,381300,1760
6037503104,59643,63.41059603,616,576,93.50649351,302300,1401
6037503105,65590,54.7133139,1044,629,60.24904215,350800,1354
6037503106,51995,51.47198481,1120,714,63.75,369500,1498
6037503201,75000,83.2123412,1143,1143,100,433900,2176
6037503202,64286,64.06491499,1324,938,70.84592145,361600,1048
6037503301,82639,92.18436874,1072,1051,98.04104478,397500,1907
6037503302,65833,59.73741794,1869,1254,67.09470305,427600,1188
6037503401,83176,65.12866016,2374,1691,71.22999158,450100,1720
6037503402,89375,76.1589404,1438,1288,89.56884562,437600,1752
6037503501,52996,59.76035946,2074,1291,62.24686596,409100,1358
6037503502,70076,75,1291,1132,87.68396592,386100,1355
6037503601,93295,92.66666667,1222,1173,95.99018003,435400,1234
6037503602,91788,80.08163265,1225,1158,94.53061224,584700,2163
6037503701,69583,58.24622532,1722,1146,66.55052265,435200,1141
6037503702,70063,73.05352798,1735,1441,83.05475504,442000,1370
6037503703,77321,68.99862826,3088,2174,70.4015544,544700,1451
6037503801,91238,73.66255144,1225,1006,82.12244898,424700,1861
6037503802,78338,83.48512447,1647,1247,75.71341834,407000,1809
6037503901,86932,87.13235294,816,816,100,474900,1633
6037503902,94779,78.88647867,1402,1246,88.87303852,423200,1825
6037504001,63750,71.27845884,1171,894,76.34500427,434700,1429
6037504002,91953,79.69374168,1586,1421,89.5964691,457500,1234
6037504101,67331,69.3019943,1421,1016,71.49894441,354900,1110
6037504102,,#DIV/0!,0,0,#DIV/0!,,
6037530003,83333,89.84220907,1047,1047,100,530700,2178
6037530004,59360,55.82524272,1361,892,65.54004409,443800,1342
6037530005,65388,83.82449247,1606,1450,90.2864259,493700,917
6037530006,52109,21.85714286,1623,392,24.15280345,524800,1271
6037530101,30151,21.01123596,1885,892,47.32095491,360000,1106
6037530102,39400,43.8372093,1804,1316,72.94900222,398200,1013
6037530202,70089,72.88537549,1371,1161,84.68271335,408800,1267
6037530203,42031,31.25638407,1180,460,38.98305085,457900,1121
6037530204,50234,23.7804878,1262,695,55.07131537,354200,1238
6037530301,39784,30.38397329,650,475,73.07692308,297000,996
6037530302,46964,46.4189553,1900,1485,78.15789474,343200,1063
6037530400,26853,37.38701726,1322,840,63.54009077,408400,521
6037530500,38566,27.98663325,1244,821,65.99678457,348400,978
6037530601,51292,46.38346728,908,626,68.94273128,328600,1022
6037530602,68036,64.96163683,403,308,76.42679901,342900,1120
6037530700,44632,45.90747331,587,444,75.63884157,331400,997
6037530801,43425,36.33916555,1574,1091,69.31385006,302200,990
6037530802,57679,49.02411022,958,835,87.16075157,327100,1012
6037530901,41493,37.40540541,989,799,80.78867543,312400,1006
6037530902,30881,27.58310872,1152,841,73.00347222,317600,926
6037531000,41897,35.42899408,1432,1194,83.37988827,347100,1046
6037531101,40417,23.86363636,1289,1088,84.40651668,300000,1033
6037531102,39423,24.77678571,936,550,58.76068376,312100,1032
6037531201,45313,30.52208835,1302,925,71.04454685,328000,981
6037531202,48477,24.27184466,1219,949,77.85069729,250800,964
6037531301,32420,22.78884462,1355,842,62.1402214,270100,1004
6037531302,39085,35.19480519,1582,1191,75.28445006,350600,1148
6037531502,40074,22.20744681,788,582,73.85786802,264400,1053
6037531503,36250,19.06614786,822,551,67.03163017,305400,1076
6037531504,39157,32.51533742,1163,1000,85.98452279,320400,1009
6037531602,31023,25.02099076,1229,932,75.83401139,321200,995
6037531603,42070,35.23920653,912,762,83.55263158,341400,1008
6037531604,35669,24.04787813,937,566,60.40554963,321200,987
6037531701,39167,32.77182236,1398,1004,71.81688126,309200,1088
6037531702,37166,23.98467433,1347,672,49.88864143,343800,997
6037531800,46791,44.04476419,1336,1088,81.43712575,325200,1117
6037531901,39825,34.66745144,1791,1224,68.34170854,295100,993
6037531902,47604,45.88014981,1154,927,80.32928943,339000,1094
6037532001,32005,36.81898067,1179,664,56.31891433,367100,906
6037532002,39391,33.63095238,1049,494,47.09246902,319200,1127
6037532101,37870,22.90723982,1905,800,41.99475066,394700,1168
6037532102,56250,68.38709677,1132,930,82.15547703,372500,1107
6037532200,45093,32.5698324,1994,905,45.38615848,362800,1127
6037532302,42390,40.51502146,1202,1102,91.68053245,332000,1023
6037532303,50417,48.02052786,1364,1149,84.23753666,335200,997
6037532304,34688,34.82309125,1158,679,58.63557858,373300,902
6037532400,,71.42857143,33,13,39.39393939,1571400,625
6037532500,44920,29.91985752,1151,600,52.12858384,300700,980
6037532603,35606,22.93333333,772,427,55.31088083,338200,979
6037532604,42188,16.64190193,698,262,37.53581662,341900,1027
6037532605,28815,20.37201063,1146,292,25.47993019,231900,887
6037532606,28102,15.31746032,1301,442,33.97386626,326700,889
6037532700,35571,38.28828829,702,602,85.75498575,294900,1081
6037532800,34970,29.13705584,1036,715,69.01544402,263800,964
6037532900,32061,25.79075426,1691,1227,72.56061502,281800,906
6037533001,33013,22.8436019,1091,877,80.38496792,310100,998
6037533002,32656,44.39102564,659,616,93.47496206,277500,933
6037533103,28654,12.14953271,869,343,39.47065593,344700,889
6037533104,21324,10.25641026,1299,242,18.62971517,221400,880
6037533105,27417,5.417956656,673,304,45.17087667,380800,1008
6037533106,36786,30.41474654,451,309,68.51441242,241700,1092
6037533107,35962,17.36401674,995,360,36.18090452,333300,943
6037533201,37899,22.33576642,704,516,73.29545455,358200,1032
6037533202,50521,36.82539683,671,500,74.51564829,307500,1221
6037533203,37292,30.26634383,433,208,48.0369515,333100,981
6037533300,31556,19.88023952,879,566,64.39135381,274000,864
6037533401,50444,31.40916808,1194,917,76.80067002,362600,1064
6037533402,33000,28.11860941,1037,656,63.25940212,323300,995
6037533403,33036,21.22052705,740,509,68.78378378,309600,939
6037533501,37281,23.47600519,771,467,60.57068742,331300,1008
6037533502,41932,37.60162602,492,381,77.43902439,288000,948
6037533503,34412,31.55737705,494,300,60.72874494,330400,981
6037533601,36782,14.46886447,1134,726,64.02116402,264300,1115
6037533602,32750,23.63500374,1414,787,55.65770863,314000,985
6037533603,41325,25.82818641,1797,921,51.25208681,333200,976
6037533701,35496,27.08994709,966,599,62.00828157,293200,965
6037533702,33478,17.70833333,880,638,72.5,322700,1035
6037533703,40862,27.36220472,1036,787,75.96525097,369400,979
6037533803,38209,29.75460123,1693,982,58.003544,358600,1047
6037533804,39886,34.28805237,1240,704,56.77419355,295400,963
6037533805,47821,38.57634902,965,638,66.11398964,316400,1170
6037533806,38068,35.38622129,1039,545,52.45428296,303300,1057
6037533901,41546,16.54879774,1448,1171,80.87016575,265800,1213
6037533902,36117,29.64554243,981,729,74.31192661,297400,1169
6037534001,39116,20.32388664,1282,853,66.53666147,390400,1073
6037534002,50409,38.3910387,1030,824,80,330300,1265
6037534101,37961,25.55331992,502,413,82.27091633,354700,986
6037534102,34363,14.04341927,1489,1084,72.80053727,331100,1156
6037534201,35158,21.54915591,1007,557,55.31281033,260800,1086
6037534202,32883,13.17704123,1267,778,61.40489345,321300,1140
6037534203,37424,19.66019417,872,498,57.11009174,283300,1078
6037534301,38190,16.78832117,1169,454,38.83661249,193200,1095
6037534302,43750,17.51552795,824,498,60.4368932,342200,1220
6037534403,40644,17.68033946,716,511,71.36871508,465200,1151
6037534404,32847,17.62785637,931,260,27.92696026,185000,1063
6037534405,40107,9.37829294,960,407,42.39583333,259600,1185
6037534406,42500,11.37724551,1026,578,56.33528265,286800,1198
6037534501,49167,48.29931973,1208,910,75.33112583,324400,976
6037534502,43000,54.86381323,1045,854,81.72248804,357700,1036
6037534700,62428,76.99293643,996,956,95.98393574,365700,1113
6037534802,43021,50.36927622,717,533,74.33751743,326100,925
6037534803,27019,41.68912848,1178,843,71.56196944,334200,1009
6037534804,39966,43.32965821,950,767,80.73684211,282200,1069
6037534900,42656,36.01328904,1569,1249,79.60484385,280700,1116
6037535001,37500,40.36511156,1071,841,78.52474323,229200,882
6037535002,35075,31.8822023,840,627,74.64285714,239800,1034
6037535101,33750,33.92559689,1859,1496,80.47337278,252600,1084
6037535102,31618,37.45387454,1102,1010,91.65154265,293500,1085
6037535200,36705,34.07181054,1375,1169,85.01818182,246700,1258
6037535300,33150,37.77003484,1506,1303,86.52058433,291100,939
6037535400,35027,33.09557775,730,630,86.30136986,234800,1099
6037535501,36658,19.90049751,1033,509,49.27395934,299300,967
6037535502,45231,29.82744454,1242,695,55.95813205,328300,1007
6037535503,34880,28.33052277,620,365,58.87096774,326500,1009
6037535603,43125,32.15962441,892,471,52.80269058,345800,945
6037535604,40119,45.09018036,1030,748,72.62135922,327500,994
6037535605,41613,30.97426471,1088,460,42.27941176,322000,935
6037535606,30977,34.02061856,485,247,50.92783505,293800,928
6037535607,39734,60.42047532,1094,845,77.23948812,301500,988
6037535701,52067,40.43567052,1535,1138,74.13680782,336500,1020
6037535702,37514,34.08919123,1424,840,58.98876404,356700,990
6037535802,45710,47.61314321,1630,1201,73.6809816,323600,1015
6037535803,37905,29.04411765,1104,604,54.71014493,312500,1004
6037535804,43427,37.37214792,1313,774,58.94897182,364400,1016
6037535901,52551,56.43912738,1445,1123,77.71626298,342400,1131
6037535902,65745,77.13178295,1554,1449,93.24324324,335900,1228
6037536000,45673,29.73790323,1010,523,51.78217822,319500,991
6037536102,53056,62.80373832,1070,666,62.24299065,292700,1125
6037536103,58272,54.11195577,1447,970,67.03524534,347200,1095
6037536104,39145,40.47384008,1051,597,56.80304472,343000,1164
6037536200,53287,59.26517572,1965,1465,74.55470738,315700,1190
6037540000,46964,41.60725859,1613,1270,78.73527588,313100,1168
6037540101,60096,62.0523416,1482,1220,82.32118758,325500,1194
6037540102,52716,55.41237113,1591,1438,90.38340666,300000,1144
6037540201,27090,16.31578947,584,183,31.33561644,286600,949
6037540202,35039,16.84408265,1642,583,35.50548112,319500,978
6037540203,36607,25.44196772,1359,649,47.75570272,309500,994
6037540300,46385,43.44827586,1160,773,66.63793103,286800,984
6037540400,41447,44.60580913,497,454,91.34808853,201400,963
6037540501,48500,56.26151013,1145,904,78.95196507,318400,1242
6037540502,30761,15.75433912,1537,560,36.43461288,292900,995
6037540600,28632,35.72710952,1176,724,61.56462585,245900,1132
6037540700,46378,50.32010243,799,665,83.2290363,265000,1147
6037540800,51927,66.62515567,1658,1369,82.56936068,276100,1096
6037540901,42279,52.95186194,1198,1072,89.48247078,251400,1189
6037540902,55392,59.86394558,1514,1349,89.10171731,284100,1120
6037541001,40278,85.44303797,347,328,94.52449568,341800,1056
6037541002,49926,91.26984127,1020,481,47.15686275,252700,938
6037541100,48717,67.17892426,975,735,75.38461538,302000,1037
6037541200,51109,65.79369321,1957,1765,90.1890649,251600,1426
6037541300,42539,66.46300068,1514,1435,94.78203435,301200,1427
6037541400,40552,37.5625,1706,1368,80.18757327,229700,1256
6037541500,39635,42.33807267,1346,991,73.62555721,252800,1009
6037541603,30284,33.08714919,696,473,67.95977011,247100,1021
6037541604,31997,34.19761738,1544,908,58.80829016,295000,1028
6037541605,41158,40.33149171,1326,801,60.40723982,303200,1102
6037541606,40625,32.8358209,623,390,62.60032103,282700,985
6037541700,52214,67.87790698,1455,1281,88.04123711,311400,1447
6037541801,45833,42.62560778,1282,967,75.42901716,338700,1117
6037541802,51935,60.57945566,1164,1024,87.97250859,326200,1214
6037542000,41546,52.28384992,1278,1095,85.68075117,291900,1134
6037542103,40718,51.32641292,893,754,84.43449048,258200,1150
6037542104,61250,59.53757225,726,643,88.56749311,278300,1170
6037542105,40278,39.9009901,1075,806,74.97674419,247200,974
6037542106,34550,41.1686587,814,519,63.75921376,290300,981
6037542200,45732,59.35009197,1679,1254,74.68731388,252600,1144
6037542401,44122,61.91687871,1331,1188,89.25619835,281100,1149
6037542402,59342,66.45728643,831,714,85.92057762,272700,1205
6037542501,49188,59.58132045,1265,884,69.88142292,263200,1129
6037542502,38750,26.52106084,1391,755,54.2774982,222300,1067
6037542601,33397,33.8781575,731,578,79.06976744,263800,931
6037542602,47341,50.33063924,1484,1064,71.69811321,242700,1061
6037542700,48710,66.09907121,1386,1286,92.78499278,236300,1211
6037542800,53421,77.74193548,960,948,98.75,243100,1179
6037542900,47228,62.54927727,796,700,87.93969849,259400,1141
6037543000,65568,63.19115324,1312,1124,85.67073171,281600,1099
6037543100,56543,70.00550358,1875,1691,90.18666667,267200,1415
6037543201,51012,68.20744081,942,818,86.83651805,283500,1198
6037543202,45750,43.77719756,1268,963,75.94637224,282100,1160
6037543304,84167,90.9632572,2040,1996,97.84313725,415600,2344
6037543305,68500,93.64919355,1068,108,10.11235955,69600,1004
6037543306,82912,72.29268293,2151,1350,62.76150628,369500,1674
6037543321,100000,87.99102132,1841,1358,73.76425856,381900,1415
6037543322,78693,89.36367859,2153,2131,98.97817,446600,1602
6037543400,91713,84.96319664,975,968,99.28205128,348100,1544
6037543501,65000,58.35777126,2083,1104,53.00048008,334800,1208
6037543502,55268,58.14648729,1510,1157,76.62251656,377000,1246
6037543503,69490,60.14908257,1820,1090,59.89010989,378600,1430
6037543601,73125,73.28699106,1081,718,66.4199815,334800,1461
6037543602,71667,74.47761194,2887,2027,70.211292,373000,1435
6037543603,68792,85.58014755,1534,1016,66.23207301,478700,991
6037543604,91016,84.5112782,1414,1387,98.09052334,419800,2038
6037543701,69559,81.25,656,651,99.23780488,352900,1661
6037543702,76667,61.5427303,1875,1581,84.32,345200,1482
6037543703,76563,79.85153765,947,855,90.28511088,380000,1167
6037543801,70401,76.90749494,1488,889,59.74462366,257300,1148
6037543802,71462,44.48979592,2051,1150,56.07020965,371300,1378
6037543903,65000,82.3583181,1116,862,77.24014337,337600,998
6037543905,53182,59.29018789,976,788,80.73770492,258100,1428
6037544001,57672,70.71090047,1142,985,86.25218914,350500,1385
6037544002,81023,80.3198032,832,791,95.07211538,358300,1601
6037550000,70156,74.17218543,159,124,77.98742138,342600,1583
6037550100,74442,83.28826393,1964,1861,94.75560081,352200,1237
6037550201,62917,54.30463576,777,501,64.47876448,366500,1140
6037550202,52401,78.1512605,1464,1305,89.13934426,339500,1714
6037550300,63498,61.79317371,2092,1513,72.32313576,386200,1449
6037550400,67083,80.42328042,378,378,100,418000,1917
6037550500,77100,69.50880445,2392,1803,75.37625418,549000,1458
6037550601,66121,46.1679951,1733,1008,58.16503174,419900,1206
6037550602,81667,84.88372093,1258,1179,93.72019078,528300,1839
6037550700,89023,73.35456476,1981,1634,82.48359414,461200,1698
6037550800,79356,57.10253998,2215,1738,78.46501129,557100,1334
6037550901,49787,17.69578313,1349,335,24.83320979,575500,1264
6037550902,56781,26.9170579,1935,634,32.76485788,602900,1213
6037551000,68965,67.15195632,2270,1799,79.25110132,482900,1555
6037551101,40048,25.9882254,1211,387,31.95706028,339900,1125
6037551102,46938,4.648390942,1740,269,15.45977011,280800,1163
6037551201,51875,48.06338028,1144,768,67.13286713,431600,1219
6037551202,70429,46.25529911,2154,1548,71.86629526,431800,1406
6037551300,43725,23.22834646,1905,607,31.86351706,326000,1209
6037551401,59420,34.84626647,1416,677,47.81073446,418000,1151
6037551402,70168,66.30350195,1317,1103,83.75094913,424500,1485
6037551501,61031,52.76779295,1520,894,58.81578947,423500,1345
6037551502,70927,57.96124684,1231,902,73.27376117,392500,1299
6037551600,,#DIV/0!,0,0,#DIV/0!,,
6037551700,63988,62.46943765,1714,1419,82.78879813,396200,1401
6037551800,61680,47.46423927,2403,1370,57.01206825,422900,1313
6037551900,62153,65.56245687,1521,1275,83.82642998,344600,1438
6037552001,73345,78.36490528,1059,993,93.76770538,358900,1459
6037552002,62452,43.35078534,1035,601,58.06763285,306600,1628
6037552100,44556,56.09756098,1914,1246,65.09926855,338500,588
6037552200,45039,25.45668827,1828,751,41.08315098,337500,1225
6037552301,73185,58.31469053,1341,1075,80.16405667,335700,1768
6037552302,66477,46.70418006,1300,677,52.07692308,367200,996
6037552400,60052,76.61431065,611,599,98.03600655,329100,1648
6037552601,60477,86.38262322,1213,1179,97.19703215,302800,1185
6037552602,48347,58.39860748,1159,831,71.69974116,378700,1402
6037552700,62483,76.75705589,1807,1725,95.46209186,359500,1486
6037552800,59040,61.89005559,1690,1414,83.66863905,349200,1408
6037552900,60229,48.76847291,2032,1315,64.71456693,365600,1504
6037553000,71786,83.79254457,1277,1258,98.51213782,355600,1725
6037553100,72733,51.38121547,2024,1348,66.60079051,383700,1577
6037553200,69572,72.08354559,2040,1615,79.16666667,379700,1193
6037553300,56544,71.78166838,1047,690,65.9025788,341300,843
6037553400,60855,64.91620112,977,833,85.26100307,365400,1203
6037553502,49489,38.10302535,1316,488,37.08206687,242700,1112
6037553503,50760,35.1826793,764,411,53.79581152,274100,1342
6037553504,45313,49.32935917,1367,908,66.4228237,263900,1204
6037553601,45652,34.83146067,1289,443,34.36772692,332600,1166
6037553602,61310,35.4620586,1385,637,45.99277978,298800,1466
6037553701,44081,38.18393481,900,624,69.33333333,250000,1164
6037553702,45729,51.37440758,1102,845,76.67876588,265300,1159
6037553801,48185,19.67213115,1089,564,51.79063361,358300,1277
6037553802,36833,37.22627737,1978,778,39.33265925,139900,1051
6037553901,61089,52.82674772,1748,1362,77.91762014,368000,1176
6037553902,43590,30.33292232,1655,855,51.66163142,250000,1234
6037554001,51006,60.15831135,1251,1098,87.76978417,390700,1178
6037554002,49455,32.99155609,1820,891,48.95604396,383200,1176
6037554101,41094,29.25851703,1122,410,36.54188948,421100,1105
6037554103,80625,72.5,456,360,78.94736842,408600,1318
6037554104,51685,23.80300958,787,282,35.83227446,360000,1138
6037554105,40038,4.138398915,1623,137,8.441158349,222800,1219
6037554201,76080,53.28282828,1188,988,83.16498316,361300,1566
6037554203,45694,33.00411523,1243,812,65.32582462,441800,1027
6037554204,35187,16.78018576,1725,502,29.10144928,266000,1054
6037554301,56263,44.45525292,1067,618,57.91940019,310400,1357
6037554302,39958,29.66942149,1230,683,55.52845528,325900,1348
6037554403,38923,26.89125296,1827,617,33.77120963,,1221
6037554404,38235,22.0610687,1457,742,50.92656143,346600,1187
6037554405,42111,15.96283784,1281,438,34.19203747,387500,1108
6037554406,63098,52.10656753,1740,913,52.47126437,417800,1197
6037554511,87019,76.07944732,1245,1156,92.85140562,653700,2182
6037554512,112250,82.27513228,1965,1954,99.44020356,643100,2631
6037554513,94615,71.27139364,834,740,88.72901679,529300,2236
6037554514,78210,72.49466951,1483,1186,79.97302765,580800,1951
6037554515,94405,86.17391304,1173,1101,93.86189258,581500,2182
6037554516,101736,87.13910761,1220,1220,100,655600,3020
6037554517,96125,61.62387231,1570,1306,83.18471338,634500,1928
6037554518,96641,85.52631579,1680,1670,99.4047619,613500,2429
6037554519,114102,87.04177323,1262,1172,92.86846276,718100,2722
6037554521,78536,69.3129771,2046,1547,75.61094819,577500,1837
6037554522,102961,89.96721311,1550,1533,98.90322581,618500,2254
6037554600,48910,54.16991426,1367,847,61.96049744,360600,1245
6037554700,62773,67.86757546,1069,1069,100,335100,1700
6037554801,53152,64.84375,806,768,95.2853598,308700,1451
6037554802,64250,45.221843,1860,1349,72.52688172,469400,1438
